,Position,Symbol,Lots,Lots Change/Max,Entry Execution,Entry Signal,Entry Bar,Entry Date,Entry Time,Entry Price,Entry Commission,Exit Execution,Exit Signal,Exit Bar,Exit Date,Exit Time,Exit Price,Exit Commission,Weighted entry price,P/L,P/L per trade,P/L per lot,Fixed P/L,Open P/L,Bars Held,Profit/Bar,Gross Profit/loss,% of Change,MAE,MAE %,MFE,MFE %
-,"Long","ETHUSDT",+3.02,+3.02,Normal,"B",101 687,17.11.2017,14:11:00,+330.13,+0.79759408,Normal,"sB",102 288,18.11.2017,00:40:00,+329.05,+0.79498480,+330.13000000,-4.85417888,-3.26160000,-1.60734400,-4.85417888,+0.00000000,601,-0.00807684,-56.45233816,-0.49,-1.33,-0.40%,+4.47,1.35%
-,"Short","ETHUSDT",-0.15,+0.15,Normal,"S",102 288,18.11.2017,00:40:00,+329.05,+0.03948600,Normal,"sS",102 793,18.11.2017,09:24:00,+331.56,+0.03978720,+329.05000000,-0.45577320,-0.37650000,-3.03848800,-0.45577320,+0.00000000,505,-0.00090252,-56.90811136,-0.92,-2.51,-0.76%,+3.04,0.92%
-,"Long","ETHUSDT",+3.01,+3.01,Normal,"B",102 794,18.11.2017,09:25:00,+331.67,+0.79866136,Normal,"sB",106 577,21.11.2017,03:47:00,+358.99,+0.86444792,+331.67000000,+80.57009072,+82.23320000,+26.76747200,+80.57009072,+0.00000000,3 783,+0.02129794,+23.66197936,+8.07,-2.43,-0.73%,+43.32,13.06%
-,"Short","ETHUSDT",-0.13,+0.13,Normal,"S",106 577,21.11.2017,03:47:00,+358.99,+0.03733496,Normal,"sS",107 019,21.11.2017,11:19:00,+367.03,+0.03817112,+358.99000000,-1.12070608,-1.04520000,-8.62081600,-1.12070608,+0.00000000,442,-0.00253553,+22.54127328,-2.40,-9.89,-2.75%,+8.97,2.50%
-,"Long","ETHUSDT",+2.72,+2.72,Normal,"B",107 019,21.11.2017,11:19:00,+367.03,+0.79865728,Normal,"sB",107 659,21.11.2017,22:38:00,+363.88,+0.79180288,+367.03000000,-10.15846016,-8.56800000,-3.73472800,-10.15846016,+0.00000000,640,-0.01587259,+12.38281312,-1.02,-6.03,-1.64%,+8.47,2.31%
-,"Short","ETHUSDT",-0.13,+0.13,Normal,"S",107 659,21.11.2017,22:38:00,+363.88,+0.03784352,Normal,"sS",108 018,22.11.2017,05:03:00,+368.59,+0.03833336,+363.88000000,-0.68847688,-0.61230000,-5.29597600,-0.68847688,+0.00000000,359,-0.00191776,+11.69433624,-1.46,-4.72,-1.30%,+3.88,1.07%
-,"Long","ETHUSDT",+2.73,+2.73,Normal,"B",108 018,22.11.2017,05:03:00,+368.59,+0.80500056,Normal,"sB",108 510,22.11.2017,13:30:00,+364.18,+0.79536912,+368.59000000,-13.63966968,-12.03930000,-4.99621600,-13.63966968,+0.00000000,492,-0.02772291,-1.94533344,-1.36,-4.55,-1.23%,+2.65,0.72%
-,"Short","ETHUSDT",-0.13,+0.13,Normal,"S",108 510,22.11.2017,13:30:00,+364.18,+0.03787472,Normal,"sS",108 837,22.11.2017,19:13:00,+367.53,+0.03822312,+364.18000000,-0.51159784,-0.43550000,-3.93536800,-0.51159784,+0.00000000,327,-0.00156452,-2.45693128,-1.08,-3.35,-0.92%,+5.18,1.42%
-,"Long","ETHUSDT",+2.73,+2.73,Normal,"B",108 837,22.11.2017,19:13:00,+367.53,+0.80268552,Normal,"sB",116 647,28.11.2017,08:30:00,+468.49,+1.02318216,+367.53000000,+273.79493232,+275.62080000,+100.29118400,+273.79493232,+0.00000000,7 810,+0.03505697,+271.33800104,+27.29,-0.09,-0.02%,+119.41,32.49%
-,"Short","ETHUSDT",-0.1,+0.1,Normal,"S",116 647,28.11.2017,08:30:00,+468.49,+0.03747920,Normal,"sS",117 394,28.11.2017,21:14:00,+469.99,+0.03759920,+468.49000000,-0.22507840,-0.15000000,-2.25078400,-0.22507840,+0.00000000,747,-0.00030131,+271.11292264,-0.48,-4.51,-0.96%,+14.99,3.20%
-,"Long","ETHUSDT",+2.24,+2.24,Normal,"B",117 394,28.11.2017,21:14:00,+469.99,+0.84222208,Normal,"sB",117 893,29.11.2017,05:39:00,+464.90,+0.83310080,+469.99000000,-13.07692288,-11.40160000,-5.83791200,-13.07692288,+0.00000000,499,-0.02620626,+258.03599976,-1.24,-5.09,-1.08%,+10.01,2.13%
-,"Short","ETHUSDT",-0.1,+0.1,Normal,"S",117 893,29.11.2017,05:39:00,+464.90,+0.03719200,Normal,"sS",118 216,29.11.2017,11:03:00,+473.21,+0.03785680,+464.90000000,-0.90604880,-0.83100000,-9.06048800,-0.90604880,+0.00000000,323,-0.00280510,+257.12995096,-1.95,-10.10,-2.17%,+9.90,2.13%
-,"Long","ETHUSDT",+2.22,+2.22,Normal,"B",118 216,29.11.2017,11:03:00,+473.21,+0.84042096,Normal,"sB",118 663,29.11.2017,18:34:00,+468.70,+0.83241120,+473.21000000,-11.68503216,-10.01220000,-5.26352800,-11.68503216,+0.00000000,447,-0.02614101,+245.44491880,-1.11,-5.21,-1.10%,+41.79,8.83%
-,"Short","ETHUSDT",-0.1,+0.1,Normal,"S",118 663,29.11.2017,18:34:00,+468.70,+0.03749600,Normal,"sS",121 158,01.12.2017,12:34:00,+446.21,+0.03569680,+468.70000000,+2.17580720,+2.24900000,+21.75807200,+2.17580720,+0.00000000,2 495,+0.00087207,+247.62072600,+4.64,-3.05,-0.65%,+83.70,17.86%
-,"Long","ETHUSDT",+2.36,+2.36,Normal,"B",121 158,01.12.2017,12:34:00,+446.21,+0.84244448,Normal,"sB",124 561,03.12.2017,22:07:00,+449.93,+0.84946784,+446.21000000,+7.08728768,+8.77920000,+3.00308800,+7.08728768,+0.00000000,3 403,+0.00208266,+254.70801368,+0.67,-7.11,-1.59%,+39.69,8.89%
-,"Short","ETHUSDT",-0.11,+0.11,Normal,"S",124 561,03.12.2017,22:07:00,+449.93,+0.03959384,Normal,"sS",125 819,04.12.2017,20:35:00,+462.59,+0.04070792,+449.93000000,-1.47290176,-1.39260000,-13.39001600,-1.47290176,+0.00000000,1 258,-0.00117083,+253.23511192,-2.98,-21.05,-4.68%,+9.82,2.18%
-,"Long","ETHUSDT",+2.28,+2.28,Normal,"B",125 819,04.12.2017,20:35:00,+462.59,+0.84376416,Normal,"sB",126 764,05.12.2017,12:32:00,+457.08,+0.83371392,+462.59000000,-14.24027808,-12.56280000,-6.24573600,-14.24027808,+0.00000000,945,-0.01506908,+238.99483384,-1.35,-6.59,-1.42%,+6.08,1.31%
-,"Short","ETHUSDT",-0.1,+0.1,Normal,"S",126 764,05.12.2017,12:32:00,+457.08,+0.03656640,Normal,"sS",127 327,05.12.2017,22:01:00,+461.94,+0.03695520,+457.08000000,-0.55952160,-0.48600000,-5.59521600,-0.55952160,+0.00000000,563,-0.00099382,+238.43531224,-1.22,-4.92,-1.08%,+11.87,2.60%
-,"Long","ETHUSDT",+2.29,+2.29,Normal,"B",127 327,05.12.2017,22:01:00,+461.94,+0.84627408,Normal,"sB",127 526,06.12.2017,01:22:00,+450.16,+0.82469312,+461.94000000,-28.64716720,-26.97620000,-12.50968000,-28.64716720,+0.00000000,199,-0.14395561,+209.78814504,-2.71,-13.56,-2.94%,+0.06,0.01%
-,"Short","ETHUSDT",-0.11,+0.11,Normal,"S",127 526,06.12.2017,01:22:00,+450.16,+0.03961408,Normal,"sS",130 507,08.12.2017,03:37:00,+415.06,+0.03652528,+450.16000000,+3.78486064,+3.86100000,+34.40782400,+3.78486064,+0.00000000,2 981,+0.00126966,+213.57300568,+7.64,-4.94,-1.10%,+75.15,16.69%
-,"Long","ETHUSDT",+2.54,+2.54,Normal,"B",130 507,08.12.2017,03:37:00,+415.06,+0.84340192,Normal,"sB",132 793,09.12.2017,17:56:00,+427.13,+0.86792816,+415.06000000,+28.94646992,+30.65780000,+11.39624800,+28.94646992,+0.00000000,2 286,+0.01266250,+242.51947560,+2.75,-11.05,-2.66%,+72.94,17.57%
-,"Short","ETHUSDT",-0.11,+0.11,Normal,"S",132 793,09.12.2017,17:56:00,+427.13,+0.03758744,Normal,"sS",134 197,10.12.2017,17:40:00,+447.45,+0.03937560,+427.13000000,-2.31216304,-2.23520000,-21.01966400,-2.31216304,+0.00000000,1 404,-0.00164684,+240.20731256,-4.92,-38.37,-8.98%,+23.93,5.60%
-,"Long","ETHUSDT",+2.35,+2.35,Normal,"B",134 197,10.12.2017,17:40:00,+447.45,+0.84120600,Normal,"sB",140 430,15.12.2017,01:49:00,+634.00,+1.19192000,+447.45000000,+436.35937400,+438.39250000,+185.68484000,+436.35937400,+0.00000000,6 233,+0.07000792,+676.56668656,+41.50,-24.44,-5.46%,+300.15,67.08%
-,"Short","ETHUSDT",-0.07,+0.07,Normal,"S",140 430,15.12.2017,01:49:00,+634.00,+0.03550400,Normal,"sS",141 246,15.12.2017,15:26:00,+686.00,+0.03841600,+634.00000000,-3.71392000,-3.64000000,-53.05600000,-3.71392000,+0.00000000,816,-0.00455137,+672.85276656,-8.37,-55.00,-8.68%,+39.40,6.21%
-,"Long","ETHUSDT",+1.65,+1.65,Normal,"B",141 246,15.12.2017,15:26:00,+686.00,+0.90552000,Normal,"sB",144 683,18.12.2017,01:06:00,+671.10,+0.88585200,+686.00000000,-26.37637200,-24.58500000,-15.98568000,-26.37637200,+0.00000000,3 437,-0.00767424,+646.47639456,-2.33,-14.90,-2.17%,+42.00,6.12%
-,"Short","ETHUSDT",-0.07,+0.07,Normal,"S",144 683,18.12.2017,01:06:00,+671.10,+0.03758160,Normal,"sS",144 981,18.12.2017,06:04:00,+710.01,+0.03976056,+671.10000000,-2.80104216,-2.72370000,-40.01488800,-2.80104216,+0.00000000,298,-0.00939947,+643.67535240,-5.96,-40.90,-6.09%,+33.10,4.93%
-,"Long","ETHUSDT",+1.6,+1.6,Normal,"B",144 981,18.12.2017,06:04:00,+710.01,+0.90881280,Normal,"sB",147 298,19.12.2017,21:59:00,+759.00,+0.97152000,+710.01000000,+76.50366720,+78.38400000,+47.81479200,+76.50366720,+0.00000000,2 317,+0.03301841,+720.17901960,+6.73,-15.01,-2.11%,+154.89,21.82%
-,"Short","ETHUSDT",-0.06,+0.06,Normal,"S",147 298,19.12.2017,21:59:00,+759.00,+0.03643200,Normal,"sS",147 938,20.12.2017,08:40:00,+788.00,+0.03782400,+759.00000000,-1.81425600,-1.74000000,-30.23760000,-1.81425600,+0.00000000,640,-0.00283477,+718.36476360,-3.98,-47.00,-6.19%,+98.00,12.91%
-,"Long","ETHUSDT",+1.45,+1.45,Normal,"B",147 938,20.12.2017,08:40:00,+788.00,+0.91408000,Normal,"sB",149 771,21.12.2017,15:13:00,+733.00,+0.85028000,+788.00000000,-81.51436000,-79.75000000,-56.21680000,-81.51436000,+0.00000000,1 833,-0.04447046,+636.85040360,-7.13,-55.00,-6.98%,+57.99,7.36%
-,"Short","ETHUSDT",-0.06,+0.06,Normal,"S",149 771,21.12.2017,15:13:00,+733.00,+0.03518400,Normal,"sS",151 885,23.12.2017,02:28:00,+685.19,+0.03288912,+733.00000000,+2.80052688,+2.86860000,+46.67544800,+2.80052688,+0.00000000,2 114,+0.00132475,+639.65093048,+6.37,-63.00,-8.59%,+228.01,31.11%
-,"Long","ETHUSDT",+1.67,+1.67,Normal,"B",151 885,23.12.2017,02:28:00,+685.19,+0.91541384,Normal,"sB",153 212,24.12.2017,00:35:00,+626.00,+0.83633600,+685.19000000,-100.59904984,-98.84730000,-60.23895200,-100.59904984,+0.00000000,1 327,-0.07580938,+539.05188064,-8.79,-74.19,-10.83%,+29.80,4.35%
-,"Short","ETHUSDT",-0.08,+0.08,Normal,"S",153 212,24.12.2017,00:35:00,+626.00,+0.04006400,Normal,"sS",154 564,24.12.2017,23:07:00,+644.93,+0.04127552,+626.00000000,-1.59573952,-1.51440000,-19.94674400,-1.59573952,+0.00000000,1 352,-0.00118028,+537.45614112,-3.19,-41.64,-6.65%,+62.51,9.99%
-,"Long","ETHUSDT",+1.78,+1.78,Normal,"B",154 564,24.12.2017,23:07:00,+644.93,+0.91838032,Normal,"sB",158 519,27.12.2017,17:02:00,+702.07,+0.99974768,+644.93000000,+99.79107200,+101.70920000,+56.06240000,+99.79107200,+0.00000000,3 955,+0.02523162,+637.24721312,+8.69,-44.94,-6.97%,+121.12,18.78%
-,"Short","ETHUSDT",-0.07,+0.07,Normal,"S",158 519,27.12.2017,17:02:00,+702.07,+0.03931592,Normal,"sS",158 921,27.12.2017,23:44:00,+739.49,+0.04141144,+702.07000000,-2.70012736,-2.61940000,-38.57324800,-2.70012736,+0.00000000,402,-0.00671673,+634.54708576,-5.49,-41.56,-5.92%,+8.89,1.27%
-,"Long","ETHUSDT",+1.55,+1.55,Normal,"B",158 921,27.12.2017,23:44:00,+739.49,+0.91696760,Normal,"sB",159 099,28.12.2017,02:42:00,+705.17,+0.87441080,+739.49000000,-54.98737840,-53.19600000,-35.47572800,-54.98737840,+0.00000000,178,-0.30891786,+579.55970736,-4.80,-41.30,-5.58%,+5.50,0.74%
-,"Short","ETHUSDT",-0.07,+0.07,Normal,"S",159 099,28.12.2017,02:42:00,+705.17,+0.03948952,Normal,"sS",160 282,28.12.2017,22:25:00,+701.00,+0.03925600,+705.17000000,+0.21315448,+0.29190000,+3.04506400,+0.21315448,+0.00000000,1 183,+0.00018018,+579.77286184,+0.43,-9.51,-1.35%,+59.29,8.41%
-,"Long","ETHUSDT",+1.63,+1.63,Normal,"B",160 282,28.12.2017,22:25:00,+701.00,+0.91410400,Normal,"sB",161 932,30.12.2017,01:55:00,+705.99,+0.92061096,+701.00000000,+6.29898504,+8.13370000,+3.86440800,+6.29898504,+0.00000000,1 650,+0.00381757,+586.07184688,+0.55,-9.00,-1.28%,+56.87,8.11%
-,"Short","ETHUSDT",-0.06,+0.06,Normal,"S",161 932,30.12.2017,01:55:00,+705.99,+0.03388752,Normal,"sS",163 124,30.12.2017,21:47:00,+701.87,+0.03368976,+705.99000000,+0.17962272,+0.24720000,+2.99371200,+0.17962272,+0.00000000,1 192,+0.00015069,+586.25146960,+0.42,-7.98,-1.13%,+70.17,9.94%
-,"Long","ETHUSDT",+1.63,+1.63,Normal,"B",163 124,30.12.2017,21:47:00,+701.87,+0.91523848,Normal,"sB",171 397,05.01.2018,17:45:00,+938.00,+1.22315200,+701.87000000,+382.75350952,+384.89190000,+234.81810400,+382.75350952,+0.00000000,8 273,+0.04626538,+969.00497912,+33.46,-29.01,-4.13%,+343.13,48.89%
-,"Short","ETHUSDT",-0.05,+0.05,Normal,"S",171 397,05.01.2018,17:45:00,+938.00,+0.03752000,Normal,"sS",172 098,06.01.2018,05:26:00,+991.64,+0.03966560,+938.00000000,-2.75918560,-2.68200000,-55.18371200,-2.75918560,+0.00000000,701,-0.00393607,+966.24579352,-5.88,-55.00,-5.86%,+8.00,0.85%
-,"Long","ETHUSDT",+1.2,+1.2,Normal,"B",172 098,06.01.2018,05:26:00,+991.64,+0.95197440,Normal,"sB",175 473,08.01.2018,13:41:00,1 087.13,+1.04364480,+991.64000000,+112.59238080,+114.58800000,+93.82698400,+112.59238080,+0.00000000,3 375,+0.03336071,1 078.83817432,+9.46,-21.54,-2.17%,+247.54,24.96%
-,"Short","ETHUSDT",-0.04,+0.04,Normal,"S",175 473,08.01.2018,13:41:00,1 087.13,+0.03478816,Normal,"sS",175 960,08.01.2018,21:48:00,1 156.46,+0.03700672,1 087.13000000,-2.84499488,-2.77320000,-71.12487200,-2.84499488,+0.00000000,487,-0.00584188,1 075.99317944,-6.54,-74.87,-6.89%,+177.13,16.29%
-,"Long","ETHUSDT",+1.05,+1.05,Normal,"B",175 960,08.01.2018,21:48:00,1 156.46,+0.97142640,Normal,"sB",178 910,10.01.2018,22:58:00,1 216.32,+1.02170880,1 156.46000000,+60.85986480,+62.85300000,+57.96177600,+60.85986480,+0.00000000,2 950,+0.02063046,1 136.85304424,+5.01,-62.45,-5.40%,+283.54,24.52%
-,"Short","ETHUSDT",-0.04,+0.04,Normal,"S",178 910,10.01.2018,22:58:00,1 216.32,+0.03892224,Normal,"sS",179 891,11.01.2018,15:19:00,1 245.11,+0.03984352,1 216.32000000,-1.23036576,-1.15160000,-30.75914400,-1.23036576,+0.00000000,981,-0.00125420,1 135.62267848,-2.53,-116.17,-9.55%,+195.32,16.06%
-,"Long","ETHUSDT",+0.98,+0.98,Normal,"B",179 891,11.01.2018,15:19:00,1 245.11,+0.97616624,Normal,"sB",180 340,11.01.2018,22:48:00,1 136.32,+0.89087488,1 245.11000000,-108.48124112,-106.61420000,-110.69514400,-108.48124112,+0.00000000,449,-0.24160633,1 027.14143736,-8.89,-110.02,-8.84%,+4.79,0.38%
-,"Short","ETHUSDT",-0.04,+0.04,Normal,"S",180 340,11.01.2018,22:48:00,1 136.32,+0.03636224,Normal,"sS",180 635,12.01.2018,03:43:00,1 208.97,+0.03868704,1 136.32000000,-2.98104928,-2.90600000,-74.52623200,-2.98104928,+0.00000000,295,-0.01010525,1 024.16038808,-6.56,-78.26,-6.89%,+67.31,5.92%
-,"Long","ETHUSDT",+1.02,+1.02,Normal,"B",180 635,12.01.2018,03:43:00,1 208.97,+0.98651952,Normal,"sB",184 053,14.01.2018,12:41:00,1 228.51,+1.00246416,1 208.97000000,+17.94181632,+19.93080000,+17.59001600,+17.94181632,+0.00000000,3 418,+0.00524921,1 042.10220440,+1.45,-32.97,-2.73%,+218.04,18.04%
-,"Short","ETHUSDT",-0.03,+0.03,Normal,"S",184 053,14.01.2018,12:41:00,1 228.51,+0.02948424,Normal,"sS",184 683,14.01.2018,23:11:00,1 348.17,+0.03235608,1 228.51000000,-3.65164032,-3.58980000,-121.72134400,-3.65164032,+0.00000000,630,-0.00579625,1 038.45056408,-9.91,-119.66,-9.74%,+7.62,0.62%
-,"Long","ETHUSDT",+0.91,+0.91,Normal,"B",184 683,14.01.2018,23:11:00,1 348.17,+0.98146776,Normal,"sB",185 426,15.01.2018,11:34:00,1 273.68,+0.92723904,1 348.17000000,-69.69460680,-67.78590000,-76.58748000,-69.69460680,+0.00000000,743,-0.09380162,+968.75595728,-5.68,-81.37,-6.04%,+34.96,2.59%
-,"Short","ETHUSDT",-0.03,+0.03,Normal,"S",185 426,15.01.2018,11:34:00,1 273.68,+0.03056832,Normal,"sS",188 908,17.01.2018,21:36:00,1 020.94,+0.02450256,1 273.68000000,+7.52712912,+7.58220000,+250.90430400,+7.52712912,+0.00000000,3 482,+0.00216173,+976.28308640,+19.70,-56.30,-4.42%,+518.68,40.72%
-,"Long","ETHUSDT",+1.21,+1.21,Normal,"B",188 908,17.01.2018,21:36:00,1 020.94,+0.98826992,Normal,"sB",190 684,19.01.2018,03:12:00,+952.00,+0.92153600,1 020.94000000,-85.32720592,-83.41740000,-70.51835200,-85.32720592,+0.00000000,1 776,-0.04804460,+890.95588048,-6.91,-108.04,-10.58%,+54.26,5.31%
-,"Short","ETHUSDT",-0.05,+0.05,Normal,"S",190 684,19.01.2018,03:12:00,+952.00,+0.03808000,Normal,"sS",190 988,19.01.2018,08:16:00,1 022.00,+0.04088000,+952.00000000,-3.57896000,-3.50000000,-71.57920000,-3.57896000,+0.00000000,304,-0.01177289,+887.37692048,-7.52,-80.00,-8.40%,+11.00,1.16%
-,"Long","ETHUSDT",+1.2,+1.2,Normal,"B",190 988,19.01.2018,08:16:00,1 022.00,+0.98112000,Normal,"sB",193 733,21.01.2018,06:01:00,1 073.04,+1.03011840,1 022.00000000,+59.23676160,+61.24800000,+49.36396800,+59.23676160,+0.00000000,2 745,+0.02157988,+946.61368208,+4.83,-17.87,-1.75%,+143.40,14.03%
-,"Short","ETHUSDT",-0.04,+0.04,Normal,"S",193 733,21.01.2018,06:01:00,1 073.04,+0.03433728,Normal,"sS",194 199,21.01.2018,13:47:00,1 115.32,+0.03569024,1 073.04000000,-1.76122752,-1.69120000,-44.03068800,-1.76122752,+0.00000000,466,-0.00377946,+944.85245456,-4.10,-44.96,-4.19%,+57.04,5.32%
-,"Long","ETHUSDT",+1.1,+1.1,Normal,"B",194 199,21.01.2018,13:47:00,1 115.32,+0.98148160,Normal,"sB",194 334,21.01.2018,16:02:00,1 038.40,+0.91379200,1 115.32000000,-86.50727360,-84.61200000,-78.64297600,-86.50727360,+0.00000000,135,-0.64079462,+858.34518096,-7.05,-76.92,-6.90%,+2.66,0.24%
-,"Short","ETHUSDT",-0.04,+0.04,Normal,"S",194 334,21.01.2018,16:02:00,1 038.40,+0.03322880,Normal,"sS",195 269,22.01.2018,07:37:00,1 068.99,+0.03420768,1 038.40000000,-1.29103648,-1.22360000,-32.27591200,-1.29103648,+0.00000000,935,-0.00138079,+857.05414448,-3.11,-35.60,-3.43%,+40.40,3.89%
-,"Long","ETHUSDT",+1.15,+1.15,Normal,"B",195 269,22.01.2018,07:37:00,1 068.99,+0.98347080,Normal,"sB",195 535,22.01.2018,12:03:00,1 041.45,+0.95813400,1 068.99000000,-33.61260480,-31.67100000,-29.22835200,-33.61260480,+0.00000000,266,-0.12636318,+823.44153968,-2.73,-35.99,-3.37%,+21.16,1.98%
-,"Short","ETHUSDT",-0.04,+0.04,Normal,"S",195 535,22.01.2018,12:03:00,1 041.45,+0.03332640,Normal,"sS",197 240,23.01.2018,16:28:00,1 014.00,+0.03244800,1 041.45000000,+1.03222560,+1.09800000,+25.80564000,+1.03222560,+0.00000000,1 705,+0.00060541,+824.47376528,+2.48,-5.56,-0.53%,+133.45,12.81%
-,"Long","ETHUSDT",+1.22,+1.22,Normal,"B",197 240,23.01.2018,16:28:00,1 014.00,+0.98966400,Normal,"sB",201 039,26.01.2018,07:47:00,1 046.50,+1.02138400,1 014.00000000,+37.63895200,+39.65000000,+30.85160000,+37.63895200,+0.00000000,3 799,+0.00990759,+862.11271728,+3.04,-60.91,-6.01%,+101.00,9.96%
-,"Short","ETHUSDT",-0.04,+0.04,Normal,"S",201 039,26.01.2018,07:47:00,1 046.50,+0.03348800,Normal,"sS",201 511,26.01.2018,15:39:00,1 054.97,+0.03375904,1 046.50000000,-0.40604704,-0.33880000,-10.15117600,-0.40604704,+0.00000000,472,-0.00086027,+861.70667024,-0.97,-12.70,-1.21%,+60.50,5.78%
-,"Long","ETHUSDT",+1.16,+1.16,Normal,"B",201 511,26.01.2018,15:39:00,1 054.97,+0.97901216,Normal,"sB",206 426,30.01.2018,01:34:00,1 158.65,+1.07522720,1 054.97000000,+118.21456064,+120.26880000,+101.90910400,+118.21456064,+0.00000000,4 915,+0.02405179,+979.92123088,+9.66,-22.97,-2.18%,+222.03,21.05%
-,"Short","ETHUSDT",-0.04,+0.04,Normal,"S",206 426,30.01.2018,01:34:00,1 158.65,+0.03707680,Normal,"sS",208 527,31.01.2018,12:35:00,1 118.00,+0.03577600,1 158.65000000,+1.55314720,+1.62600000,+38.82868000,+1.55314720,+0.00000000,2 101,+0.00073924,+981.47437808,+3.35,-28.20,-2.43%,+129.65,11.19%
-,"Long","ETHUSDT",+1.09,+1.09,Normal,"B",208 527,31.01.2018,12:35:00,1 118.00,+0.97489600,Normal,"sB",209 736,01.02.2018,08:44:00,1 105.00,+0.96356000,1 118.00000000,-16.10845600,-14.17000000,-14.77840000,-16.10845600,+0.00000000,1 209,-0.01332378,+965.36592208,-1.32,-33.00,-2.95%,+46.99,4.20%
-,"Short","ETHUSDT",-0.04,+0.04,Normal,"S",209 736,01.02.2018,08:44:00,1 105.00,+0.03536000,Normal,"sS",210 003,01.02.2018,13:11:00,1 154.12,+0.03693184,1 105.00000000,-2.03709184,-1.96480000,-50.92729600,-2.03709184,+0.00000000,267,-0.00762956,+963.32883024,-4.61,-49.12,-4.45%,+12.03,1.09%
-,"Long","ETHUSDT",+1.06,+1.06,Normal,"B",210 003,01.02.2018,13:11:00,1 154.12,+0.97869376,Normal,"sB",210 133,01.02.2018,15:21:00,1 106.65,+0.93843920,1 154.12000000,-52.23533296,-50.31820000,-49.27861600,-52.23533296,+0.00000000,130,-0.40181025,+911.09349728,-4.27,-51.12,-4.43%,+8.24,0.71%
-,"Short","ETHUSDT",-0.04,+0.04,Normal,"S",210 133,01.02.2018,15:21:00,1 106.65,+0.03541280,Normal,"sS",212 789,03.02.2018,11:37:00,+964.51,+0.03086432,1 106.65000000,+5.61932288,+5.68560000,+140.48307200,+5.61932288,+0.00000000,2 656,+0.00211571,+916.71282016,+12.69,-2.73,-0.25%,+322.98,29.19%
-,"Long","ETHUSDT",+1.27,+1.27,Normal,"B",212 789,03.02.2018,11:37:00,+964.51,+0.97994216,Normal,"sB",214 101,04.02.2018,09:29:00,+915.00,+0.92964000,+964.51000000,-64.78728216,-62.87770000,-51.01360800,-64.78728216,+0.00000000,1 312,-0.04938055,+851.92553800,-5.29,-52.51,-5.44%,+33.49,3.47%
-,"Short","ETHUSDT",-0.05,+0.05,Normal,"S",214 101,04.02.2018,09:29:00,+915.00,+0.03660000,Normal,"sS",217 594,06.02.2018,19:42:00,+743.21,+0.02972840,+915.00000000,+8.52317160,+8.58950000,+170.46343200,+8.52317160,+0.00000000,3 493,+0.00244007,+860.44870960,+18.63,-7.99,-0.87%,+344.90,37.69%
-,"Long","ETHUSDT",+1.65,+1.65,Normal,"B",217 594,06.02.2018,19:42:00,+743.21,+0.98103720,Normal,"sB",221 784,11.02.2018,03:18:00,+809.10,+1.06801200,+743.21000000,+106.66945080,+108.71850000,+64.64815200,+106.66945080,+0.00000000,4 190,+0.02545810,+967.11816040,+8.70,-29.03,-3.91%,+167.99,22.60%
-,"Short","ETHUSDT",-0.06,+0.06,Normal,"S",221 784,11.02.2018,03:18:00,+809.10,+0.03883680,Normal,"sS",222 438,11.02.2018,14:46:00,+845.39,+0.04057872,+809.10000000,-2.25681552,-2.17740000,-37.61359200,-2.25681552,+0.00000000,654,-0.00345079,+964.86134488,-4.65,-38.78,-4.79%,+40.82,5.05%
-,"Long","ETHUSDT",+1.45,+1.45,Normal,"B",222 438,11.02.2018,14:46:00,+845.39,+0.98065240,Normal,"sB",224 765,13.02.2018,05:33:00,+837.74,+0.97177840,+845.39000000,-13.04493080,-11.09250000,-8.99650400,-13.04493080,+0.00000000,2 327,-0.00560590,+951.81641408,-1.06,-40.39,-4.78%,+32.17,3.81%
-,"Short","ETHUSDT",-0.05,+0.05,Normal,"S",224 765,13.02.2018,05:33:00,+837.74,+0.03350960,Normal,"sS",225 998,14.02.2018,02:06:00,+849.36,+0.03397440,+837.74000000,-0.64848400,-0.58100000,-12.96968000,-0.64848400,+0.00000000,1 233,-0.00052594,+951.16793008,-1.55,-15.26,-1.82%,+17.74,2.12%
-,"Long","ETHUSDT",+1.44,+1.44,Normal,"B",225 998,14.02.2018,02:06:00,+849.36,+0.97846272,Normal,"sB",231 910,18.02.2018,04:38:00,+950.39,+1.09484928,+849.36000000,+143.40988800,+145.48320000,+99.59020000,+143.40988800,+0.00000000,5 912,+0.02425742,1 094.57781808,+11.73,-3.36,-0.40%,+129.14,15.20%
-,"Short","ETHUSDT",-0.05,+0.05,Normal,"S",231 910,18.02.2018,04:38:00,+950.39,+0.03801560,Normal,"sS",233 524,19.02.2018,07:32:00,+944.34,+0.03777360,+950.39000000,+0.22671080,+0.30250000,+4.53421600,+0.22671080,+0.00000000,1 614,+0.00014047,1 094.80452888,+0.48,-5.92,-0.62%,+53.39,5.62%
-,"Long","ETHUSDT",+1.3,+1.3,Normal,"B",233 524,19.02.2018,07:32:00,+944.34,+0.98211360,Normal,"sB",235 044,20.02.2018,08:52:00,+938.58,+0.97612320,+944.34000000,-9.44623680,-7.48800000,-7.26633600,-9.44623680,+0.00000000,1 520,-0.00621463,1 085.35829208,-0.77,-12.22,-1.29%,+16.66,1.76%
