,Position,Symbol,Lots,Lots Change/Max,Entry Execution,Entry Signal,Entry Bar,Entry Date,Entry Time,Entry Price,Entry Commission,Exit Execution,Exit Signal,Exit Bar,Exit Date,Exit Time,Exit Price,Exit Commission,Weighted entry price,P/L,P/L per trade,P/L per lot,Fixed P/L,Open P/L,Bars Held,Profit/Bar,Gross Profit/loss,% of Change,MAE,MAE %,MFE,MFE %
-,"Short","ETHUSDT",-0.02,+0.02,Normal,"S",2 468 173,25.05.2022,11:30:00,1 948.10,+0.03116960,Normal,"sS",2 472 744,28.05.2022,15:41:00,1 800.70,+0.02881120,1 948.10000000,+2.88801920,+2.94800000,+144.40096000,+2.88801920,+0.00000000,4 571,+0.00063181,8 762.67379408,+7.41,-36.35,-1.87%,+246.85,12.67%
-,"Long","ETHUSDT",+1.66,+1.66,Normal,"B",2 472 744,28.05.2022,15:41:00,1 800.70,+2.39132960,Normal,"sB",2 474 441,29.05.2022,19:58:00,1 785.85,+2.37160880,1 800.70000000,-29.41393840,-24.65100000,-17.71924000,-29.41393840,+0.00000000,1 697,-0.01733290,8 733.25985568,-0.98,-47.25,-2.62%,+32.30,1.79%
-,"Short","ETHUSDT",-0.02,+0.02,Normal,"S",2 474 441,29.05.2022,19:58:00,1 785.85,+0.02857360,Normal,"sS",2 474 583,29.05.2022,22:20:00,1 808.75,+0.02894000,1 785.85000000,-0.51551360,-0.45800000,-25.77568000,-0.51551360,+0.00000000,142,-0.00363038,8 732.74434208,-1.44,-25.45,-1.43%,+0.65,0.04%
-,"Long","ETHUSDT",+1.65,+1.65,Normal,"B",2 474 585,29.05.2022,22:22:00,1 813.20,+2.39342400,Normal,"sB",2 478 439,01.06.2022,14:36:00,1 908.20,+2.51882400,1 813.20000000,+151.83775200,+156.75000000,+92.02288000,+151.83775200,+0.00000000,3 854,+0.03939744,8 884.58209408,+5.08,-11.30,-0.62%,+202.80,11.18%
-,"Short","ETHUSDT",-0.02,+0.02,Normal,"S",2 478 439,01.06.2022,14:36:00,1 908.20,+0.03053120,Normal,"sS",2 484 221,05.06.2022,14:58:00,1 795.45,+0.02872720,1 908.20000000,+2.19574160,+2.25500000,+109.78708000,+2.19574160,+0.00000000,5 782,+0.00037975,8 886.77783568,+5.75,-11.80,-0.62%,+176.65,9.26%
-,"Long","ETHUSDT",+1.67,+1.67,Normal,"B",2 484 224,05.06.2022,15:01:00,1 796.65,+2.40032440,Normal,"sB",2 486 229,07.06.2022,00:26:00,1 801.30,+2.40653680,1 796.65000000,+2.95863880,+7.76550000,+1.77164000,+2.95863880,+0.00000000,2 005,+0.00147563,8 889.73647448,+0.10,-4.05,-0.23%,+122.85,6.84%
-,"Short","ETHUSDT",-0.02,+0.02,Normal,"S",2 486 229,07.06.2022,00:26:00,1 801.30,+0.02882080,Normal,"sS",2 487 393,07.06.2022,19:50:00,1 868.85,+0.02990160,1 801.30000000,-1.40972240,-1.35100000,-70.48612000,-1.40972240,+0.00000000,1 164,-0.00121110,8 888.32675208,-3.91,-77.50,-4.30%,+79.55,4.42%
-,"Long","ETHUSDT",+1.6,+1.6,Normal,"B",2 487 393,07.06.2022,19:50:00,1 868.85,+2.39212800,Normal,"sB",2 487 856,08.06.2022,03:33:00,1 768.55,+2.26374400,1 868.85000000,-165.13587200,-160.48000000,-103.20992000,-165.13587200,+0.00000000,463,-0.35666495,8 723.19088008,-5.52,-120.85,-6.47%,+1.15,0.06%
-,"Short","ETHUSDT",-0.02,+0.02,Normal,"S",2 487 856,08.06.2022,03:33:00,1 768.55,+0.02829680,Normal,"sS",2 489 411,09.06.2022,05:28:00,1 804.95,+0.02887920,1 768.55000000,-0.78517600,-0.72800000,-39.25880000,-0.78517600,+0.00000000,1 555,-0.00050494,8 722.40570408,-2.22,-70.55,-3.99%,+3.55,0.20%
-,"Long","ETHUSDT",+1.66,+1.66,Normal,"B",2 489 411,09.06.2022,05:28:00,1 804.95,+2.39697360,Normal,"sB",2 489 906,09.06.2022,13:43:00,1 782.05,+2.36656240,1 804.95000000,-42.77753600,-38.01400000,-25.76960000,-42.77753600,+0.00000000,495,-0.08641926,8 679.62816808,-1.43,-22.90,-1.27%,+27.05,1.50%
-,"Short","ETHUSDT",-0.02,+0.02,Normal,"S",2 489 906,09.06.2022,13:43:00,1 782.05,+0.02851280,Normal,"sS",2 504 423,19.06.2022,15:40:00,1 060.30,+0.01696480,1 782.05000000,+14.38952240,+14.43500000,+719.47612000,+14.38952240,+0.00000000,14 517,+0.00099122,8 694.01769048,+40.37,-36.95,-2.07%,+904.35,50.75%
-,"Long","ETHUSDT",+2.83,+2.83,Normal,"B",2 504 423,19.06.2022,15:40:00,1 060.30,+2.40051920,Normal,"sB",2 508 188,22.06.2022,06:25:00,1 079.00,+2.44285600,1 060.30000000,+48.07762480,+52.92100000,+16.98856000,+48.07762480,+0.00000000,3 765,+0.01276962,8 742.09531528,+1.60,-18.85,-1.78%,+133.00,12.54%
-,"Short","ETHUSDT",-0.04,+0.04,Normal,"S",2 508 188,22.06.2022,06:25:00,1 079.00,+0.03452800,Normal,"sS",2 509 841,23.06.2022,09:58:00,1 105.25,+0.03536800,1 079.00000000,-1.11989600,-1.05000000,-27.99740000,-1.11989600,+0.00000000,1 653,-0.00067749,8 740.97541928,-2.59,-45.20,-4.19%,+37.00,3.43%
-,"Long","ETHUSDT",+2.71,+2.71,Normal,"B",2 509 841,23.06.2022,09:58:00,1 105.25,+2.39618200,Normal,"sB",2 514 988,26.06.2022,23:45:00,1 196.25,+2.59347000,1 105.25000000,+241.62034800,+246.61000000,+89.15880000,+241.62034800,+0.00000000,5 147,+0.04694392,8 982.59576728,+8.07,-23.65,-2.14%,+175.35,15.87%
-,"Short","ETHUSDT",-0.04,+0.04,Normal,"S",2 514 988,26.06.2022,23:45:00,1 196.25,+0.03828000,Normal,"sS",2 516 874,28.06.2022,07:11:00,1 208.50,+0.03867200,1 196.25000000,-0.56695200,-0.49000000,-14.17380000,-0.56695200,+0.00000000,1 886,-0.00030061,8 982.02881528,-1.18,-42.75,-3.57%,+34.90,2.92%
-,"Long","ETHUSDT",+2.48,+2.48,Normal,"B",2 516 874,28.06.2022,07:11:00,1 208.50,+2.39766400,Normal,"sB",2 517 410,28.06.2022,16:07:00,1 179.10,+2.33933440,1 208.50000000,-77.64899840,-72.91200000,-31.31008000,-77.64899840,+0.00000000,536,-0.14486753,8 904.37981688,-2.59,-30.40,-2.52%,+30.00,2.48%
-,"Short","ETHUSDT",-0.04,+0.04,Normal,"S",2 517 410,28.06.2022,16:07:00,1 179.10,+0.03773120,Normal,"sS",2 521 992,01.07.2022,20:29:00,1 087.90,+0.03481280,1 179.10000000,+3.57545600,+3.64800000,+89.38640000,+3.57545600,+0.00000000,4 582,+0.00078033,8 907.95527288,+7.58,-14.90,-1.26%,+185.60,15.74%
-,"Long","ETHUSDT",+2.76,+2.76,Normal,"B",2 521 992,01.07.2022,20:29:00,1 087.90,+2.40208320,Normal,"sB",2 522 204,02.07.2022,00:01:00,1 060.20,+2.34092160,1 087.90000000,-81.19500480,-76.45200000,-29.41848000,-81.19500480,+0.00000000,212,-0.38299531,8 826.76026808,-2.70,-33.90,-3.12%,+0.10,0.01%
-,"Short","ETHUSDT",-0.04,+0.04,Normal,"S",2 522 204,02.07.2022,00:01:00,1 060.20,+0.03392640,Normal,"sS",2 523 318,02.07.2022,18:35:00,1 063.75,+0.03404000,1 060.20000000,-0.20996640,-0.14200000,-5.24916000,-0.20996640,+0.00000000,1 114,-0.00018848,8 826.55030168,-0.50,-8.75,-0.83%,+33.20,3.13%
-,"Long","ETHUSDT",+2.82,+2.82,Normal,"B",2 523 318,02.07.2022,18:35:00,1 063.75,+2.39982000,Normal,"sB",2 524 197,03.07.2022,09:14:00,1 053.95,+2.37771120,1 063.75000000,-32.41353120,-27.63600000,-11.49416000,-32.41353120,+0.00000000,879,-0.03687546,8 794.13677048,-1.08,-24.40,-2.29%,+24.75,2.33%
-,"Short","ETHUSDT",-0.04,+0.04,Normal,"S",2 524 197,03.07.2022,09:14:00,1 053.95,+0.03372640,Normal,"sS",2 524 836,03.07.2022,19:53:00,1 079.60,+0.03454720,1 053.95000000,-1.09427360,-1.02600000,-27.35684000,-1.09427360,+0.00000000,639,-0.00171248,8 793.04249688,-2.60,-25.65,-2.43%,+14.05,1.33%
-,"Long","ETHUSDT",+2.78,+2.78,Normal,"B",2 524 836,03.07.2022,19:53:00,1 079.60,+2.40103040,Normal,"sB",2 525 261,04.07.2022,02:58:00,1 050.95,+2.33731280,1 079.60000000,-84.38534320,-79.64700000,-30.35444000,-84.38534320,+0.00000000,425,-0.19855375,8 708.65715368,-2.81,-28.65,-2.65%,+7.85,0.73%
-,"Short","ETHUSDT",-0.04,+0.04,Normal,"S",2 525 261,04.07.2022,02:58:00,1 050.95,+0.03363040,Normal,"sS",2 525 727,04.07.2022,10:44:00,1 076.30,+0.03444160,1 050.95000000,-1.08207200,-1.01400000,-27.05180000,-1.08207200,+0.00000000,466,-0.00232204,8 707.57508168,-2.57,-29.05,-2.76%,+6.50,0.62%
-,"Long","ETHUSDT",+2.78,+2.78,Normal,"B",2 525 727,04.07.2022,10:44:00,1 076.30,+2.39369120,Normal,"sB",2 527 422,05.07.2022,14:59:00,1 092.45,+2.42960880,1 076.30000000,+40.07370000,+44.89700000,+14.41500000,+40.07370000,+0.00000000,1 695,+0.02364230,8 747.64878168,+1.34,-5.30,-0.49%,+102.20,9.50%
-,"Short","ETHUSDT",-0.04,+0.04,Normal,"S",2 527 422,05.07.2022,14:59:00,1 092.45,+0.03495840,Normal,"sS",2 527 737,05.07.2022,20:14:00,1 165.65,+0.03730080,1 092.45000000,-3.00025920,-2.92800000,-75.00648000,-3.00025920,+0.00000000,315,-0.00952463,8 744.64852248,-6.87,-76.10,-6.97%,+16.55,1.51%
-,"Long","ETHUSDT",+2.58,+2.58,Normal,"B",2 527 737,05.07.2022,20:14:00,1 165.65,+2.40590160,Normal,"sB",2 532 340,09.07.2022,00:57:00,1 207.85,+2.49300240,1 165.65000000,+103.97709600,+108.87600000,+40.30120000,+103.97709600,+0.00000000,4 603,+0.02258898,8 848.62561848,+3.46,-55.35,-4.75%,+110.35,9.47%
-,"Short","ETHUSDT",-0.04,+0.04,Normal,"S",2 532 340,09.07.2022,00:57:00,1 207.85,+0.03865120,Normal,"sS",2 539 441,13.07.2022,23:18:00,1 114.30,+0.03565760,1 207.85000000,+3.66769120,+3.74200000,+91.69228000,+3.66769120,+0.00000000,7 101,+0.00051650,8 852.29330968,+7.59,-27.15,-2.25%,+204.35,16.92%
-,"Long","ETHUSDT",+2.7,+2.7,Normal,"B",2 539 441,13.07.2022,23:18:00,1 114.30,+2.40688800,Normal,"sB",2 552 183,22.07.2022,19:40:00,1 545.40,+3.33806400,1 114.30000000,1 158.22504800,1 163.97000000,+428.97224000,1 158.22504800,+0.00000000,12 742,+0.09089821,10 010.51835768,+38.50,-43.50,-3.90%,+532.35,47.77%
-,"Short","ETHUSDT",-0.03,+0.03,Normal,"S",2 552 183,22.07.2022,19:40:00,1 545.40,+0.03708960,Normal,"sS",2 553 892,24.07.2022,00:09:00,1 562.70,+0.03750480,1 545.40000000,-0.59359440,-0.51900000,-19.78648000,-0.59359440,+0.00000000,1 709,-0.00034733,10 009.92476328,-1.28,-51.50,-3.33%,+58.30,3.77%
-,"Long","ETHUSDT",+1.92,+1.92,Normal,"B",2 553 892,24.07.2022,00:09:00,1 562.70,+2.40030720,Normal,"sB",2 555 384,25.07.2022,01:01:00,1 553.55,+2.38625280,1 562.70000000,-22.35456000,-17.56800000,-11.64300000,-22.35456000,+0.00000000,1 492,-0.01498295,9 987.57020328,-0.75,-17.45,-1.12%,+103.30,6.61%
-,"Short","ETHUSDT",-0.03,+0.03,Normal,"S",2 555 384,25.07.2022,01:01:00,1 553.55,+0.03728520,Normal,"sS",2 559 195,27.07.2022,16:32:00,1 514.60,+0.03635040,1 553.55000000,+1.09486440,+1.16850000,+36.49548000,+1.09486440,+0.00000000,3 811,+0.00028729,9 988.66506768,+2.35,-6.65,-0.43%,+198.45,12.77%
-,"Long","ETHUSDT",+1.98,+1.98,Normal,"B",2 559 195,27.07.2022,16:32:00,1 514.60,+2.39912640,Normal,"sB",2 565 797,01.08.2022,06:34:00,1 678.50,+2.65874400,1 514.60000000,+319.46412960,+324.52200000,+161.34552000,+319.46412960,+0.00000000,6 602,+0.04838899,10 308.12919728,+10.65,-38.30,-2.53%,+270.40,17.85%
-,"Short","ETHUSDT",-0.02,+0.02,Normal,"S",2 565 797,01.08.2022,06:34:00,1 678.50,+0.02685600,Normal,"sS",2 567 830,02.08.2022,16:27:00,1 659.45,+0.02655120,1 678.50000000,+0.32759280,+0.38100000,+16.37964000,+0.32759280,+0.00000000,2 033,+0.00016114,10 308.45679008,+0.98,-17.70,-1.05%,+121.85,7.26%
-,"Long","ETHUSDT",+1.84,+1.84,Normal,"B",2 567 830,02.08.2022,16:27:00,1 659.45,+2.44271040,Normal,"sB",2 568 345,03.08.2022,01:02:00,1 596.70,+2.35034240,1 659.45000000,-120.25305280,-115.46000000,-65.35492000,-120.25305280,+0.00000000,515,-0.23350107,10 188.20373728,-3.94,-62.75,-3.78%,+18.30,1.10%
-,"Short","ETHUSDT",-0.03,+0.03,Normal,"S",2 568 345,03.08.2022,01:02:00,1 596.70,+0.03832080,Normal,"sS",2 568 798,03.08.2022,08:35:00,1 638.95,+0.03933480,1 596.70000000,-1.34515560,-1.26750000,-44.83852000,-1.34515560,+0.00000000,453,-0.00296944,10 186.85858168,-2.81,-46.20,-2.89%,+7.05,0.44%
-,"Long","ETHUSDT",+1.86,+1.86,Normal,"B",2 568 798,03.08.2022,08:35:00,1 638.95,+2.43875760,Normal,"sB",2 569 642,03.08.2022,22:39:00,1 625.10,+2.41814880,1 638.95000000,-30.61790640,-25.76100000,-16.46124000,-30.61790640,+0.00000000,844,-0.03627714,10 156.24067528,-1.00,-18.25,-1.11%,+45.95,2.80%
-,"Short","ETHUSDT",-0.03,+0.03,Normal,"S",2 569 642,03.08.2022,22:39:00,1 625.10,+0.03900240,Normal,"sS",2 570 007,04.08.2022,04:44:00,1 655.40,+0.03972960,1 625.10000000,-0.98773200,-0.90900000,-32.92440000,-0.98773200,+0.00000000,365,-0.00270612,10 155.25294328,-2.03,-32.90,-2.02%,+18.10,1.11%
-,"Long","ETHUSDT",+1.85,+1.85,Normal,"B",2 570 007,04.08.2022,04:44:00,1 655.40,+2.44999200,Normal,"sB",2 570 110,04.08.2022,06:27:00,1 617.45,+2.39382600,1 655.40000000,-75.05131800,-70.20750000,-40.56828000,-75.05131800,+0.00000000,103,-0.72865357,10 080.20162528,-2.45,-39.00,-2.36%,+6.60,0.40%
-,"Short","ETHUSDT",-0.03,+0.03,Normal,"S",2 570 110,04.08.2022,06:27:00,1 617.45,+0.03881880,Normal,"sS",2 571 273,05.08.2022,01:50:00,1 636.65,+0.03927960,1 617.45000000,-0.65409840,-0.57600000,-21.80328000,-0.65409840,+0.00000000,1 163,-0.00056242,10 079.54752688,-1.35,-26.15,-1.62%,+38.80,2.40%
-,"Long","ETHUSDT",+1.87,+1.87,Normal,"B",2 571 273,05.08.2022,01:50:00,1 636.65,+2.44842840,Normal,"sB",2 574 105,07.08.2022,01:02:00,1 670.30,+2.49876880,1 636.65000000,+57.97830280,+62.92550000,+31.00444000,+57.97830280,+0.00000000,2 832,+0.02047256,10 137.52582968,+1.89,-6.55,-0.40%,+113.35,6.93%
-,"Short","ETHUSDT",-0.02,+0.02,Normal,"S",2 574 105,07.08.2022,01:02:00,1 670.30,+0.02672480,Normal,"sS",2 574 822,07.08.2022,12:59:00,1 708.30,+0.02733280,1 670.30000000,-0.81405760,-0.76000000,-40.70288000,-0.81405760,+0.00000000,717,-0.00113537,10 136.71177208,-2.44,-41.10,-2.46%,+1.00,0.06%
-,"Long","ETHUSDT",+1.79,+1.79,Normal,"B",2 574 822,07.08.2022,12:59:00,1 708.30,+2.44628560,Normal,"sB",2 577 517,09.08.2022,09:54:00,1 747.15,+2.50191880,1 708.30000000,+64.59329560,+69.54150000,+36.08564000,+64.59329560,+0.00000000,2 695,+0.02396783,10 201.30506768,+2.11,-18.25,-1.07%,+111.20,6.51%
-,"Short","ETHUSDT",-0.02,+0.02,Normal,"S",2 577 517,09.08.2022,09:54:00,1 747.15,+0.02795440,Normal,"sS",2 579 118,10.08.2022,12:35:00,1 763.00,+0.02820800,1 747.15000000,-0.37316240,-0.31700000,-18.65812000,-0.37316240,+0.00000000,1 601,-0.00023308,10 200.93190528,-1.07,-38.85,-2.22%,+95.30,5.45%
-,"Long","ETHUSDT",+1.74,+1.74,Normal,"B",2 579 118,10.08.2022,12:35:00,1 763.00,+2.45409600,Normal,"sB",2 585 978,15.08.2022,06:55:00,1 901.95,+2.64751440,1 763.00000000,+236.67138960,+241.77300000,+136.01804000,+236.67138960,+0.00000000,6 860,+0.03450020,10 437.60329488,+7.72,-3.60,-0.20%,+266.40,15.11%
-,"Short","ETHUSDT",-0.02,+0.02,Normal,"S",2 585 978,15.08.2022,06:55:00,1 901.95,+0.03043120,Normal,"sS",2 588 780,17.08.2022,05:37:00,1 911.60,+0.03058560,1 901.95000000,-0.25401680,-0.19300000,-12.70084000,-0.25401680,+0.00000000,2 802,-0.00009066,10 437.34927808,-0.67,-29.70,-1.56%,+51.00,2.68%
-,"Long","ETHUSDT",+1.61,+1.61,Normal,"B",2 588 780,17.08.2022,05:37:00,1 911.60,+2.46214080,Normal,"sB",2 589 061,17.08.2022,10:18:00,1 878.00,+2.41886400,1 911.60000000,-58.97700480,-54.09600000,-36.63168000,-58.97700480,+0.00000000,281,-0.20988258,10 378.37227328,-1.92,-40.60,-2.12%,+44.80,2.34%
-,"Short","ETHUSDT",-0.02,+0.02,Normal,"S",2 589 061,17.08.2022,10:18:00,1 878.00,+0.03004800,Normal,"sS",2 597 925,23.08.2022,14:02:00,1 643.50,+0.02629600,1 878.00000000,+4.63365600,+4.69000000,+231.68280000,+4.63365600,+0.00000000,8 864,+0.00052275,10 383.00592928,+12.34,-7.95,-0.42%,+356.50,18.98%
-,"Long","ETHUSDT",+1.88,+1.88,Normal,"B",2 597 925,23.08.2022,14:02:00,1 643.50,+2.47182400,Normal,"sB",2 601 421,26.08.2022,00:18:00,1 678.65,+2.52468960,1 643.50000000,+61.08548640,+66.08200000,+32.49228000,+61.08548640,+0.00000000,3 496,+0.01747297,10 444.09141568,+1.98,-39.65,-2.41%,+78.15,4.76%
-,"Short","ETHUSDT",-0.02,+0.02,Normal,"S",2 601 421,26.08.2022,00:18:00,1 678.65,+0.02685840,Normal,"sS",2 602 189,26.08.2022,13:06:00,1 701.75,+0.02722800,1 678.65000000,-0.51608640,-0.46200000,-25.80432000,-0.51608640,+0.00000000,768,-0.00067199,10 443.57532928,-1.54,-27.30,-1.63%,+61.60,3.67%
-,"Long","ETHUSDT",+1.81,+1.81,Normal,"B",2 602 189,26.08.2022,13:06:00,1 701.75,+2.46413400,Normal,"sB",2 602 307,26.08.2022,15:04:00,1 608.05,+2.32845640,1 701.75000000,-174.38959040,-169.59700000,-96.34784000,-174.38959040,+0.00000000,118,-1.47787788,10 269.18573888,-5.66,-93.70,-5.51%,+0.35,0.02%
-,"Short","ETHUSDT",-0.03,+0.03,Normal,"S",2 602 307,26.08.2022,15:04:00,1 608.05,+0.03859320,Normal,"sS",2 607 145,29.08.2022,23:42:00,1 557.00,+0.03736800,1 608.05000000,+1.45553880,+1.53150000,+48.51796000,+1.45553880,+0.00000000,4 838,+0.00030086,10 270.64127768,+3.02,-11.20,-0.70%,+187.40,11.65%
-,"Long","ETHUSDT",+1.98,+1.98,Normal,"B",2 607 145,29.08.2022,23:42:00,1 557.00,+2.46628800,Normal,"sB",2 608 175,30.08.2022,16:52:00,1 488.35,+2.35754640,1 557.00000000,-140.75083440,-135.92700000,-71.08628000,-140.75083440,+0.00000000,1 030,-0.13665130,10 129.89044328,-4.57,-76.45,-4.91%,+50.50,3.24%
-,"Short","ETHUSDT",-0.03,+0.03,Normal,"S",2 608 175,30.08.2022,16:52:00,1 488.35,+0.03572040,Normal,"sS",2 608 675,31.08.2022,01:12:00,1 558.70,+0.03740880,1 488.35000000,-2.18362920,-2.11050000,-72.78764000,-2.18362920,+0.00000000,500,-0.00436726,10 127.70681408,-4.89,-80.00,-5.38%,+16.25,1.09%
-,"Long","ETHUSDT",+1.98,+1.98,Normal,"B",2 608 675,31.08.2022,01:12:00,1 558.70,+2.46898080,Normal,"sB",2 610 018,31.08.2022,23:35:00,1 547.60,+2.45139840,1 558.70000000,-26.89837920,-21.97800000,-13.58504000,-26.89837920,+0.00000000,1 343,-0.02002858,10 100.80843488,-0.87,-31.70,-2.03%,+65.20,4.18%
-,"Short","ETHUSDT",-0.03,+0.03,Normal,"S",2 610 018,31.08.2022,23:35:00,1 547.60,+0.03714240,Normal,"sS",2 610 706,01.09.2022,11:03:00,1 565.90,+0.03758160,1 547.60000000,-0.62372400,-0.54900000,-20.79080000,-0.62372400,+0.00000000,688,-0.00090658,10 100.18471088,-1.34,-25.40,-1.64%,+17.55,1.13%
-,"Long","ETHUSDT",+1.97,+1.97,Normal,"B",2 610 706,01.09.2022,11:03:00,1 565.90,+2.46785840,Normal,"sB",2 610 903,01.09.2022,14:20:00,1 541.05,+2.42869480,1 565.90000000,-53.85105320,-48.95450000,-27.33556000,-53.85105320,+0.00000000,197,-0.27335560,10 046.33365768,-1.75,-31.20,-1.99%,+19.40,1.24%
-,"Short","ETHUSDT",-0.03,+0.03,Normal,"S",2 610 903,01.09.2022,14:20:00,1 541.05,+0.03698520,Normal,"sS",2 611 151,01.09.2022,18:28:00,1 563.90,+0.03753360,1 541.05000000,-0.76001880,-0.68550000,-25.33396000,-0.76001880,+0.00000000,248,-0.00306459,10 045.57363888,-1.64,-27.25,-1.77%,+36.05,2.34%
-,"Long","ETHUSDT",+1.97,+1.97,Normal,"B",2 611 151,01.09.2022,18:28:00,1 563.90,+2.46470640,Normal,"sB",2 612 653,02.09.2022,19:30:00,1 558.50,+2.45619600,1 563.90000000,-15.55890240,-10.63800000,-7.89792000,-15.55890240,+0.00000000,1 502,-0.01035879,10 030.01473648,-0.51,-13.90,-0.89%,+84.05,5.37%
-,"Short","ETHUSDT",-0.03,+0.03,Normal,"S",2 612 653,02.09.2022,19:30:00,1 558.50,+0.03740400,Normal,"sS",2 615 653,04.09.2022,21:30:00,1 575.55,+0.03781320,1 558.50000000,-0.58671720,-0.51150000,-19.55724000,-0.58671720,+0.00000000,3 000,-0.00019557,10 029.42801928,-1.25,-27.50,-1.76%,+25.70,1.65%
-,"Long","ETHUSDT",+1.96,+1.96,Normal,"B",2 615 653,04.09.2022,21:30:00,1 575.55,+2.47046240,Normal,"sB",2 616 130,05.09.2022,05:27:00,1 560.00,+2.44608000,1 575.55000000,-35.39454240,-30.47800000,-18.05844000,-35.39454240,+0.00000000,477,-0.07420239,9 994.03347688,-1.15,-20.25,-1.29%,+17.45,1.11%
-,"Short","ETHUSDT",-0.03,+0.03,Normal,"S",2 616 130,05.09.2022,05:27:00,1 560.00,+0.03744000,Normal,"sS",2 616 658,05.09.2022,14:15:00,1 580.00,+0.03792000,1 560.00000000,-0.67536000,-0.60000000,-22.51200000,-0.67536000,+0.00000000,528,-0.00127909,9 993.35811688,-1.44,-23.20,-1.49%,+3.65,0.23%
-,"Long","ETHUSDT",+1.95,+1.95,Normal,"B",2 616 658,05.09.2022,14:15:00,1 580.00,+2.46480000,Normal,"sB",2 618 283,06.09.2022,17:20:00,1 601.15,+2.49779400,1 580.00000000,+36.27990600,+41.24250000,+18.60508000,+36.27990600,+0.00000000,1 625,+0.02232610,10 029.63802288,+1.18,-4.10,-0.26%,+106.00,6.71%
-,"Short","ETHUSDT",-0.03,+0.03,Normal,"S",2 618 283,06.09.2022,17:20:00,1 601.15,+0.03842760,Normal,"sS",2 619 910,07.09.2022,20:27:00,1 631.05,+0.03914520,1 601.15000000,-0.97457280,-0.89700000,-32.48576000,-0.97457280,+0.00000000,1 627,-0.00059900,10 028.66345008,-2.03,-47.90,-2.99%,+112.20,7.01%
-,"Long","ETHUSDT",+1.89,+1.89,Normal,"B",2 619 910,07.09.2022,20:27:00,1 631.05,+2.46614760,Normal,"sB",2 626 829,12.09.2022,15:46:00,1 718.00,+2.59761600,1 631.05000000,+159.27173640,+164.33550000,+84.27076000,+159.27173640,+0.00000000,6 919,+0.02301947,10 187.93518648,+5.17,-36.65,-2.25%,+157.95,9.68%
-,"Short","ETHUSDT",-0.02,+0.02,Normal,"S",2 626 829,12.09.2022,15:46:00,1 718.00,+0.02748800,Normal,"sS",2 627 948,13.09.2022,10:25:00,1 725.05,+0.02760080,1 718.00000000,-0.19608880,-0.14100000,-9.80444000,-0.19608880,+0.00000000,1 119,-0.00017524,10 187.73909768,-0.57,-14.50,-0.84%,+44.45,2.59%
-,"Long","ETHUSDT",+1.79,+1.79,Normal,"B",2 627 948,13.09.2022,10:25:00,1 725.05,+2.47027160,Normal,"sB",2 628 079,13.09.2022,12:36:00,1 673.70,+2.39673840,1 725.05000000,-96.78351000,-91.91650000,-54.06900000,-96.78351000,+0.00000000,131,-0.73880542,10 090.95558768,-3.13,-72.90,-4.23%,+34.65,2.01%
-,"Short","ETHUSDT",-0.02,+0.02,Normal,"S",2 628 079,13.09.2022,12:36:00,1 673.70,+0.02677920,Normal,"sS",2 641 474,22.09.2022,19:51:00,1 325.30,+0.02120480,1 673.70000000,+6.92001600,+6.96800000,+346.00080000,+6.92001600,+0.00000000,13 395,+0.00051661,10 097.87560368,+20.67,-9.90,-0.59%,+456.90,27.30%
-,"Long","ETHUSDT",+2.33,+2.33,Normal,"B",2 641 474,22.09.2022,19:51:00,1 325.30,+2.47035920,Normal,"sB",2 642 561,23.09.2022,13:58:00,1 272.75,+2.37240600,1 325.30000000,-127.28426520,-122.44150000,-54.62844000,-127.28426520,+0.00000000,1 087,-0.11709684,9 970.59133848,-4.12,-52.55,-3.97%,+33.85,2.55%
-,"Short","ETHUSDT",-0.03,+0.03,Normal,"S",2 642 561,23.09.2022,13:58:00,1 272.75,+0.03054600,Normal,"sS",2 643 046,23.09.2022,22:03:00,1 330.65,+0.03193560,1 272.75000000,-1.79948160,-1.73700000,-59.98272000,-1.79948160,+0.00000000,485,-0.00371027,9 968.79185688,-4.71,-60.00,-4.71%,+12.00,0.94%
-,"Long","ETHUSDT",+2.32,+2.32,Normal,"B",2 643 046,23.09.2022,22:03:00,1 330.65,+2.46968640,Normal,"sB",2 644 536,24.09.2022,22:53:00,1 311.85,+2.43479360,1 330.65000000,-48.52048000,-43.61600000,-20.91400000,-48.52048000,+0.00000000,1 490,-0.03256408,9 920.27137688,-1.57,-25.15,-1.89%,+17.75,1.33%
-,"Short","ETHUSDT",-0.03,+0.03,Normal,"S",2 644 536,24.09.2022,22:53:00,1 311.85,+0.03148440,Normal,"sS",2 645 051,25.09.2022,07:28:00,1 333.98,+0.03201552,1 311.85000000,-0.72739992,-0.66390000,-24.24666400,-0.72739992,+0.00000000,515,-0.00141243,9 919.54397696,-1.85,-24.85,-1.89%,+1.90,0.14%
-,"Short","ETHUSDT",-0.03,+0.03,Normal,"S",2 645 413,25.09.2022,13:30:00,1 310.85,+0.03146040,Normal,"sS",2 646 253,26.09.2022,03:30:00,1 307.40,+0.03137760,1 310.85000000,+0.04066200,+0.10350000,+1.35540000,+0.04066200,+0.00000000,840,+0.00004841,9 919.58463896,+0.10,-9.90,-0.76%,+43.70,3.33%
